country_eng,import_value_usd,import_value_baht,export_value_usd,export_value_baht,trade_value_usd,trade_balance_usd,year,month,data_type
Italy,39946517.57,1290535647.98,25192241.55,813875345.17,65138759.13,-14754276.02,2019,5,overview
Spain,40218345.91,1340606194.28,24381655.75,812718623.58,64600001.66,-15836690.16,2019,5,overview
Belgium,40070837.93,1268566155.29,27511512.25,870961904.66,67582350.18,-12559325.68,2019,5,overview
Switzerland,328350089.49,11548225929.86,24120537.88,848330577.47,352470627.37,-304229551.61,2019,5,overview
Sweden,42321849.26,1302313532.17,27063689.08,832794623.54,69385538.33,-15258160.18,2019,5,overview
Poland,42556834.22,1409628148.38,26779261.59,887020889.22,69336095.81,-15777572.63,2019,5,overview
Russian Federation,271309607.5,9526771298.79,23965423.1,841522373.84,295275030.6,-247344184.4,2019,5,overview
United States of America,1183911849.89,38277937474.99,2589261107.11,83715333006.83,3773172957.0,1405349257.22,2019,5,overview
Canada,46511281.59,1498393957.55,187727628.61,6047778834.63,234238910.2,141216347.02,2019,5,overview
Brazil,201330219.72,6237879475.42,122182153.91,3785609290.18,323512373.63,-79148065.8,2019,5,overview
Mexico,38604493.51,1229487631.71,114958592.33,3661236156.05,153563085.84,76354098.82,2019,5,overview
Argentina,41551050.38,1467822048.51,25468429.47,899691391.0,67019479.84,-16082620.91,2019,5,overview
Chile,38338819.86,1252874935.89,26968644.8,881308794.6,65307464.66,-11370175.07,2019,5,overview
South Africa,124505362.9,3898999606.71,158097833.91,4950978639.37,282603196.81,33592471.0,2019,5,overview
Nigeria,42941365.82,1448784866.9,101331617.67,3418794707.77,144272983.49,58390251.85,2019,5,overview
Kenya,42630562.15,1366027729.78,29910600.28,958437030.61,72541162.43,-12719961.87,2019,5,overview
Ghana,39896676.82,1283347798.3,23753718.95,764080754.2,63650395.76,-16142957.87,2019,5,overview
Morocco,39542042.91,1389141875.89,27378033.06,961811009.45,66920075.97,-12164009.85,2019,5,overview
Algeria,39764179.02,1340336086.55,23335288.85,786565459.44,63099467.87,-16428890.17,2019,5,overview
Libya,39825923.19,1326377860.09,26265863.64,874768422.56,66091786.82,-13560059.55,2019,5,overview
Tanzania,36614186.28,1306900046.85,28095010.4,1002818146.15,64709196.69,-8519175.88,2019,5,overview
Australia,475488452.38,15895007466.9,645989250.14,21594644208.6,1121477702.52,170500797.76,2019,5,overview
New Zealand,42781522.63,1540789663.36,26317088.55,947818018.26,69098611.18,-16464434.09,2019,5,overview
Saudi Arabia,1256951382.8,38878789815.8,198928946.84,6153075463.73,1455880329.64,-1058022435.95,2019,6,overview
United Arab Emirates,960356108.74,34276873498.52,169549473.17,6051532125.07,1129905581.91,-790806635.57,2019,6,overview
Kuwait,488881459.0,16121044872.89,25956527.42,855925982.88,514837986.42,-462924931.58,2019,6,overview
Qatar,465405371.3,14987773485.25,30654942.15,987202463.63,496060313.45,-434750429.15,2019,6,overview
Iran,122507717.69,4168060138.8,36840117.59,1253405324.31,159347835.27,-85667600.1,2019,6,overview
Iraq,341451634.35,11083882626.22,26691213.5,866425132.58,368142847.85,-314760420.85,2019,6,overview
Bahrain,71213162.28,2437678051.28,27761755.3,950304963.36,98974917.58,-43451406.97,2019,6,overview
Oman,265348390.23,9221902931.69,27676016.37,961850705.95,293024406.6,-237672373.87,2019,6,overview
Israel,47199340.57,1545746444.01,53646736.34,1756894289.88,100846076.91,6447395.77,2019,6,overview
Jordan,42998826.53,1366270362.81,27961278.29,888458335.16,70960104.83,-15037548.24,2019,6,overview
Lebanon,43753489.25,1445751674.71,24697588.82,816085322.88,68451078.07,-19055900.43,2019,6,overview
Turkey,46846736.33,1549205400.08,103559368.4,3424672566.43,150406104.73,56712632.06,2019,6,overview
Egypt,37876489.12,1286597152.83,27022357.27,917901546.3,64898846.4,-10854131.85,2019,6,overview
Yemen,49855066.06,1661605811.05,24872132.4,828956473.17,74727198.46,-24982933.66,2019,6,overview
Malaysia,866958090.49,28485691137.06,765813458.42,25162376225.99,1632771548.91,-101144632.07,2019,6,overview
Singapore,695178771.0,23135489494.4,579369025.73,19281351167.89,1274547796.73,-115809745.27,2019,6,overview
Indonesia,573749759.95,19857736016.39,647398589.64,22406754979.02,1221148349.59,73648829.69,2019,6,overview
Vietnam,390098479.82,12463575735.66,1030850325.41,32935481083.68,1420948805.23,640751845.59,2019,6,overview
Philippines,279378951.23,8985278891.33,447853974.28,14403708095.48,727232925.51,168475023.05,2019,6,overview
Myanmar,218912601.88,7202525520.82,286936690.2,9440611533.04,505849292.07,68024088.32,2019,6,overview
Cambodia,40612321.61,1251995803.78,293375604.22,9044177009.72,333987925.83,252763282.61,2019,6,overview
Brunei Darussalam,35024059.75,1129418005.94,26397629.48,851242210.69,61421689.23,-8626430.27,2019,6,overview
China,3902780842.18,130219018924.32,2694504715.25,89904038862.48,6597285557.42,-1208276126.93,2019,6,overview
Japan,2434927959.33,83539178770.81,1831054322.14,62821067773.26,4265982281.47,-603873637.19,2019,6,overview
"Korea, Republic of",715370944.08,25588786831.53,421628020.63,15081615533.04,1136998964.71,-293742923.45,2019,6,overview
Taiwan,544063965.12,17389447477.05,261192500.93,8348270731.97,805256466.05,-282871464.19,2019,6,overview
Hong Kong,254070045.27,8292375209.58,866547082.55,28282490121.07,1120617127.82,612477037.29,2019,6,overview
India,480666871.83,16902961494.23,535426723.41,18828627099.48,1016093595.24,54759851.58,2019,6,overview
Bangladesh,42220685.99,1414987786.63,27779283.5,930997352.22,69999969.49,-14441402.5,2019,6,overview
Pakistan,44052960.95,1483332042.75,26662325.25,897762160.17,70715286.2,-17390635.69,2019,6,overview
Sri Lanka,44685257.38,1487785892.23,28211471.16,939294775.3,72896728.55,-16473786.22,2019,6,overview
Germany,449106127.76,15790650415.24,337559189.12,11868640440.03,786665316.87,-111546938.64,2019,6,overview
United Kingdom,201001330.86,6620936216.26,340362382.3,11211456232.38,541363713.17,139361051.44,2019,6,overview
France,150541458.61,4814078369.31,171742220.04,5492045275.98,322283678.65,21200761.43,2019,6,overview
Netherlands,181432752.27,5865852392.33,281967549.29,9116215252.86,463400301.56,100534797.03,2019,6,overview
Italy,36075561.51,1059329318.36,24577295.11,721692142.31,60652856.62,-11498266.41,2019,6,overview
Spain,37114730.4,1268533244.76,27051245.9,924576424.63,64165976.3,-10063484.5,2019,6,overview
Belgium,43946555.71,1447091213.78,23527368.67,774719382.05,67473924.38,-20419187.04,2019,6,overview
Switzerland,339902010.94,11983278519.93,23136936.03,815694934.64,363038946.97,-316765074.9,2019,6,overview
Sweden,45483031.79,1502774323.21,25049233.09,827634896.29,70532264.87,-20433798.7,2019,6,overview
Poland,43208501.55,1409860304.58,21334860.87,696140166.06,64543362.42,-21873640.68,2019,6,overview
Russian Federation,241087521.34,7854233544.96,23456695.18,764180415.11,264544216.52,-217630826.16,2019,6,overview
United States of America,1166691220.59,37501226010.35,2859447406.61,91911879996.62,4026138627.2,1692756186.02,2019,6,overview
Canada,44446781.46,1528389274.92,189031233.94,6500207688.97,233478015.39,144584452.48,2019,6,overview
Brazil,213513716.29,7269573019.26,120901244.87,4116365182.34,334414961.16,-92612471.42,2019,6,overview
Mexico,43837850.31,1488415909.79,136630970.84,4638998247.74,180468821.15,92793120.53,2019,6,overview
Argentina,46068479.23,1611295326.39,24408120.17,853700634.55,70476599.4,-21660359.06,2019,6,overview
Chile,43171838.66,1380040417.72,29733532.18,950468579.69,72905370.84,-13438306.48,2019,6,overview
South Africa,145206830.79,4649939900.41,155422427.99,4977072672.02,300629258.78,10215597.2,2019,6,overview
Nigeria,40854788.16,1374201824.25,99385965.97,3342971090.32,140240754.13,58531177.8,2019,6,overview
Kenya,44277640.66,1459544595.93,24329651.99,801989707.6,68607292.65,-19947988.67,2019,6,overview
Ghana,49783719.22,1675445456.83,29024188.07,976794116.58,78807907.29,-20759531.15,2019,6,overview
Morocco,42629211.83,1445994671.68,25744863.91,873272913.98,68374075.73,-16884347.92,2019,6,overview
Algeria,39022505.28,1190074177.94,24974951.86,761664201.11,63997457.14,-14047553.41,2019,6,overview
Libya,43857358.62,1415505911.42,26820279.72,865630436.55,70677638.33,-17037078.9,2019,6,overview
Tanzania,47851555.0,1473992392.17,22999438.05,708461756.56,70850993.04,-24852116.95,2019,6,overview
Australia,519157634.2,18443537803.19,736962147.66,26181237324.86,1256119781.86,217804513.46,2019,6,overview
New Zealand,40939793.51,1348648392.52,27700508.9,912516737.4,68640302.41,-13239284.61,2019,6,overview
Saudi Arabia,1232737270.01,41886543996.64,223060998.96,7579274654.97,1455798268.96,-1009676271.05,2019,7,overview
United Arab Emirates,873888627.44,30647393914.39,186353871.33,6535455803.83,1060242498.77,-687534756.11,2019,7,overview
Kuwait,474977491.94,16026237062.24,25791607.07,870235781.87,500769099.01,-449185884.87,2019,7,overview
Qatar,425355792.19,13608222807.82,23899389.69,764602776.95,449255181.89,-401456402.5,2019,7,overview
Iran,124744459.29,4218283817.61,36460610.72,1232930144.13,161205070.01,-88283848.57,2019,7,overview
Iraq,283018998.92,8130339442.99,26543397.42,762517116.63,309562396.34,-256475601.5,2019,7,overview
Bahrain,72793417.07,2362607791.35,21520572.44,698478985.8,94313989.51,-51272844.63,2019,7,overview
Oman,227606602.11,7907335630.61,22410637.05,778573324.31,250017239.16,-205195965.06,2019,7,overview
Israel,40107662.66,1320730055.73,51386015.53,1692121920.0,91493678.19,11278352.86,2019,7,overview
Jordan,43256802.76,1344227278.62,25153643.78,781662350.74,68410446.54,-18103158.98,2019,7,overview
Lebanon,44987556.06,1379549126.99,24012486.83,736345961.99,69000042.9,-20975069.23,2019,7,overview
Turkey,40239616.13,1379226227.09,112006078.33,3839045589.29,152245694.46,71766462.19,2019,7,overview
Egypt,40504492.89,1317106768.25,24301484.59,790224677.65,64805977.48,-16203008.29,2019,7,overview
Yemen,48589159.95,1634785321.76,25763870.9,866827046.07,74353030.85,-22825289.04,2019,7,overview
Malaysia,902018896.94,29416132232.92,679402088.48,22156278257.57,1581420985.42,-222616808.45,2019,7,overview
Singapore,656194674.72,21617786715.54,538563945.43,17742540367.21,1194758620.14,-117630729.29,2019,7,overview
Indonesia,617289378.7,21048925904.32,627597294.29,21400415106.81,1244886672.99,10307915.59,2019,7,overview
Vietnam,413976114.0,12420400730.33,1006290815.23,30191440408.7,1420266929.22,592314701.23,2019,7,overview
Philippines,268326553.49,9256465185.0,513859539.04,17726620310.69,782186092.53,245532985.54,2019,7,overview
Myanmar,160062410.36,5248544963.48,291767494.1,9567235731.14,451829904.46,131705083.73,2019,7,overview
Cambodia,45360609.39,1538593806.47,229201881.46,7774335486.02,274562490.85,183841272.07,2019,7,overview
Brunei Darussalam,38155281.46,1368669895.58,23752462.08,852025684.32,61907743.53,-14402819.38,2019,7,overview
China,4103105866.41,140757463606.55,2543486574.64,87254565351.03,6646592441.05,-1559619291.78,2019,7,overview
Japan,2599136377.59,87194375587.49,2024067024.82,67902270114.82,4623203402.42,-575069352.77,2019,7,overview
"Korea, Republic of",794848831.21,26469776443.38,414746040.1,13811726873.2,1209594871.31,-380102791.11,2019,7,overview
Taiwan,632363871.81,21993960389.83,317462271.77,11041510974.57,949826143.58,-314901600.04,2019,7,overview
Hong Kong,262774604.44,9315398433.71,757133005.82,26840476580.77,1019907610.26,494358401.38,2019,7,overview
India,416300668.92,13266913763.07,597456321.71,19040088304.11,1013756990.63,181155652.79,2019,7,overview
Bangladesh,41452872.18,1387926551.24,25657524.82,859066165.18,67110397.0,-15795347.36,2019,7,overview
Pakistan,43073069.18,1450713954.48,28227422.54,950708100.3,71300491.72,-14845646.64,2019,7,overview
Sri Lanka,40852811.22,1421032590.11,26928174.34,936675156.15,67780985.55,-13924636.88,2019,7,overview
Germany,375746406.16,12794826110.38,349264001.86,11893053658.43,725010408.02,-26482404.3,2019,7,overview
United Kingdom,203373941.61,6665563978.86,323766492.31,10611419789.65,527140433.92,120392550.7,2019,7,overview
France,168341019.38,5559187528.65,164359042.34,5427689233.33,332700061.72,-3981977.04,2019,7,overview
Netherlands,152049665.51,5381304904.04,258065479.41,9133390890.74,410115144.91,106015813.9,2019,7,overview
Italy,38843462.17,1156366560.56,23017215.3,685220539.13,61860677.47,-15826246.87,2019,7,overview
Spain,39536794.17,1402094230.88,22353820.41,792734041.64,61890614.59,-17182973.76,2019,7,overview
Belgium,45032723.63,1638229858.51,23623699.31,859398376.49,68656422.94,-21409024.32,2019,7,overview
Switzerland,359513746.32,10516097560.36,24350337.23,712269070.63,383864083.55,-335163409.09,2019,7,overview
Sweden,49303141.91,1505318691.11,22220855.07,678444966.57,71523996.98,-27082286.84,2019,7,overview
Poland,45075234.77,1581077380.95,29879504.81,1048065738.33,74954739.59,-15195729.96,2019,7,overview
Russian Federation,261278182.4,8956648318.28,26189508.68,897779587.83,287467691.08,-235088673.72,2019,7,overview
United States of America,1060714287.18,35169362876.59,2726654170.45,90405768186.73,3787368457.63,1665939883.26,2019,7,overview
Canada,41458022.91,1350660405.28,156613805.48,5102319193.06,198071828.39,115155782.57,2019,7,overview
Brazil,180117386.43,5676780082.49,124016603.73,3908645355.77,304133990.16,-56100782.7,2019,7,overview
Mexico,37988035.61,1332924323.74,126798941.51,4449121694.62,164786977.12,88810905.9,2019,7,overview
Argentina,44727722.02,1409619108.37,21858998.79,688898539.8,66586720.81,-22868723.23,2019,7,overview
Chile,44802570.63,1463388616.83,23035025.21,752394186.62,67837595.84,-21767545.41,2019,7,overview
South Africa,130500520.99,4327144530.36,138379866.54,4588408368.59,268880387.53,7879345.55,2019,7,overview
Nigeria,37219915.02,1246110580.18,95189058.85,3186898554.02,132408973.87,57969143.83,2019,7,overview
Kenya,36356687.55,1198699741.33,25880949.48,853308965.38,62237637.03,-10475738.08,2019,7,overview
Ghana,43508299.85,1524801041.28,25447828.27,891849949.94,68956128.12,-18060471.58,2019,7,overview
Morocco,42084081.68,1396494862.45,24141188.92,801087844.97,66225270.59,-17942892.76,2019,7,overview
Algeria,43477660.1,1437410030.82,25097720.14,829752903.0,68575380.24,-18379939.96,2019,7,overview
Libya,39326694.37,1215041171.06,23674198.16,731440206.71,63000892.54,-15652496.21,2019,7,overview
Tanzania,47498589.14,1518085412.79,22512273.53,719506719.45,70010862.67,-24986315.61,2019,7,overview
Australia,471263709.38,15343203790.24,714395966.77,23259000612.56,1185659676.15,243132257.39,2019,7,overview
New Zealand,45825806.91,1531429326.9,23653018.75,790448200.03,69478825.66,-22172788.16,2019,7,overview
Saudi Arabia,1201459253.51,37507878700.97,251408393.36,7848618665.16,1452867646.87,-950050860.15,2019,8,overview
United Arab Emirates,1055529226.52,35487630037.15,180370535.83,6064183429.84,1235899762.35,-875158690.69,2019,8,overview
Kuwait,507366148.45,16776425585.68,25482569.36,842599432.14,532848717.81,-481883579.1,2019,8,overview
Qatar,424119597.94,15402235922.18,27735590.98,1007239745.1,451855188.92,-396384006.96,2019,8,overview
Iran,123007834.61,4042969466.87,30570941.15,1004792759.97,153578775.76,-92436893.46,2019,8,overview
Iraq,362415681.08,12850779925.82,24094430.39,854356581.52,386510111.47,-338321250.69,2019,8,overview
Bahrain,77882836.47,2636604627.74,24609608.22,833120747.32,102492444.69,-53273228.25,2019,8,overview
Oman,291044970.44,9515607464.57,24968996.85,816352100.11,316013967.29,-266075973.58,2019,8,overview
Israel,40919562.2,1310493323.12,47319202.27,1515448731.67,88238764.46,6399640.07,2019,8,overview
Jordan,38714471.75,1232863907.42,25820211.94,822245686.15,64534683.7,-12894259.81,2019,8,overview
Lebanon,43719331.63,1464436737.71,22544854.97,755169684.24,66264186.6,-21174476.66,2019,8,overview
Turkey,45778449.43,1536374426.0,86571618.31,2905437427.96,132350067.74,40793168.87,2019,8,overview
Egypt,47131663.54,1673591575.32,23258139.5,825869986.4,70389803.04,-23873524.04,2019,8,overview
Yemen,44355298.6,1460014372.62,24297675.58,799790705.61,68652974.18,-20057623.02,2019,8,overview
Malaysia,896671781.33,30314799726.95,690841896.17,23356075390.64,1587513677.49,-205829885.16,2019,8,overview
Singapore,636090997.29,19642126314.14,565475804.78,17461569543.42,1201566802.07,-70615192.51,2019,8,overview
Indonesia,595487067.32,18994075368.83,597198756.46,19048672612.74,1192685823.78,1711689.15,2019,8,overview
Vietnam,471605865.68,15993903233.76,1119923953.94,37980773039.21,1591529819.62,648318088.25,2019,8,overview
Philippines,234998357.05,8182559732.23,501963971.87,17478208081.42,736962328.92,266965614.82,2019,8,overview
Myanmar,217016140.35,7289567110.73,305278188.52,10254287257.57,522294328.87,88262048.17,2019,8,overview
Cambodia,43576035.3,1446737939.67,251132200.84,8337667259.61,294708236.14,207556165.54,2019,8,overview
Brunei Darussalam,42393186.9,1459811657.72,27208703.87,936933172.89,69601890.77,-15184483.02,2019,8,overview
China,4021810285.23,121642434929.44,2300766011.57,69588260012.67,6322576296.79,-1721044273.66,2019,8,overview
Japan,2679646213.34,79774847352.63,1878165183.3,55914224816.27,4557811396.65,-801481030.04,2019,8,overview
"Korea, Republic of",708012584.68,23357967871.64,514759650.1,16982380862.8,1222772234.77,-193252934.58,2019,8,overview
Taiwan,641136789.89,21062411374.23,302383298.92,9933794994.92,943520088.81,-338753490.97,2019,8,overview
Hong Kong,276432975.55,9233162272.66,838401147.97,28003510917.48,1114834123.52,561968172.42,2019,8,overview
